Date,Open,High,Low,Close,Up,Down,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,CLASS
10/31/2002,807,817.5,796.5,800,327451,357002,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
11/1/2002,800.5,822.75,793.75,817.75,317935,298378,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
11/4/2002,824.5,843.75,823.5,825.75,268359,276692,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
11/5/2002,826,834.5,822.5,833.75,262767,254068,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1
11/6/2002,833.75,845.25,821.75,844,375806,366222,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
11/7/2002,840,841,815.75,821.75,301511,328544,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
11/8/2002,821.75,829.5,809.25,809.75,288708,295637,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11/11/2002,810.75,812.5,791.75,796.25,196239,209818,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
11/12/2002,795.25,813.25,794.5,802.5,297153,304520,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
11/13/2002,800.25,811.5,789,802.25,371219,385373,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
11/14/2002,803,824.5,800,821,320019,309204,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
11/15/2002,821.25,829.25,813.25,827.75,274615,279363,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11/18/2002,827.75,836.25,817,817.5,245934,281232,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11/19/2002,818.25,824.5,811,816.5,291532,305525,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
11/20/2002,816.25,838.25,812,837.5,282556,256328,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
11/21/2002,837.5,855.5,835.25,854.25,325397,299958,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11/22/2002,852.75,856.25,846,847.25,222449,232072,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11/25/2002,847.75,856,841.25,848.75,247370,258163,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0
11/26/2002,848.75,851.25,829.5,831.75,239086,278829,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
11/27/2002,831.25,859.75,830.75,856.5,224954,204711,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11/28/2002,856.5,860.25,853.75,858.25,1519,928,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11/29/2002,858,861.25,849.5,852.25,64293,80883,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12/2/2002,852.75,874,845.5,855,305268,346680,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
12/3/2002,857.75,858,836.5,841.25,297324,330069,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12/4/2002,839.75,844.5,827.5,836,375438,379390,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12/5/2002,835.75,845,824,828,308459,340092,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1
12/6/2002,826.25,834.75,810.5,832.75,366626,354503,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
12/9/2002,832.5,836.5,807.5,809,262169,307772,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
12/10/2002,810,824,809.75,820.5,276078,257730,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
12/11/2002,820.75,829,814.25,821.25,254093,260335,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
12/12/2002,821.75,827.75,815,819.75,228869,237955,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
12/13/2002,820.5,822.5,805.5,805.75,214350,236474,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
12/16/2002,805.75,831,803.75,829.25,248221,202625,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
12/17/2002,829.75,831,820,822.75,206367,217998,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12/18/2002,821.75,822.5,805.75,811.25,212944,236564,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
12/19/2002,810,820,798.5,804.75,259203,273871,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
12/20/2002,806,817,804.75,816.75,193072,164901,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12/23/2002,816,821.75,810,817.75,125595,122322,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
12/24/2002,817.5,819.75,809.75,811,45762,48044,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
12/26/2002,810,823,805.5,809.5,93947,98172,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
12/27/2002,808.5,811.25,791,791,108265,146787,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
12/30/2002,792,801.25,788.75,797.5,176328,151753,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
12/31/2002,797,800.75,787.75,799.75,146626,154631,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
1/2/2003,802.75,829.5,802.25,826.5,249531,220888,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
1/3/2003,827,830.5,821.5,829.75,205782,211091,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1/6/2003,830.75,851.25,823.5,846.75,287340,255073,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1/7/2003,846.5,850.25,838.5,843.5,334061,335430,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1/8/2003,843.25,843.5,827,831,307702,333534,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
1/9/2003,830.75,848.25,827.75,845.5,317317,299549,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1/10/2003,846.25,852.75,834.75,847,353072,336703,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1/13/2003,846.25,856.75,840.5,846.75,342823,347383,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1/14/2003,846.5,851.25,840.25,848.5,275781,254001,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1/15/2003,848.75,852.5,835.25,839.75,286382,305075,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1/16/2003,839,845.5,830.5,833.25,317581,318935,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1/17/2003,833,833.25,817.5,823,229184,240914,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
1/20/2003,823,827,821.5,823.5,2714,3064,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1/21/2003,822.5,825.75,805.75,807.25,262452,278782,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
1/22/2003,807.25,811.5,795.75,799,309427,321566,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1/23/2003,800,809.5,795.25,803.25,336632,346281,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1/24/2003,805,805.25,777.25,780.25,354886,409121,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1/27/2003,780,783.5,762,767.5,383699,404215,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
1/28/2003,766.5,779.75,764.75,774.75,364948,375904,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
1/29/2003,775.25,787.5,755.75,780.75,418217,410229,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1/30/2003,780.5,786.5,757,758.5,340282,404385,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1/31/2003,757,777.5,756.5,776.75,391628,399766,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1
2/3/2003,774.5,783.75,773.75,778.25,266635,281427,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2/4/2003,779.75,780,758,767,350339,393037,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
2/5/2003,768.25,780.75,760.25,763.25,373989,390945,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2/6/2003,763.5,765.25,751.75,759.25,391624,400603,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
2/7/2003,761,769.25,745,750,325595,357127,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
2/10/2003,751.25,756.5,742,756.25,342900,308291,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2/11/2003,756.25,762.5,743.25,749,309290,352022,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2/12/2003,749,751.25,736,736.75,293271,327634,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2/13/2003,736.75,742.25,725,738.25,367338,369904,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2/14/2003,736.5,757,733.5,757,367319,353673,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2/17/2003,759,761.75,755.75,761,3881,3292,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2/18/2003,760.25,773,756,771.25,275259,264643,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2/19/2003,771,771.5,757.5,766,241511,260959,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2/20/2003,766,771.5,755.5,757.25,288077,302925,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
2/21/2003,757.25,772,749.5,767,349087,325940,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2/24/2003,767.25,770.25,750.75,752,247029,295986,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2/25/2003,751.75,759.75,737,758.5,421176,396112,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
2/26/2003,758.25,763,745.5,746.25,272839,304480,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
2/27/2003,746.5,762.5,745,759,366778,351518,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2/28/2003,759,766.75,753.5,763.5,284829,279519,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3/3/2003,763.75,772.75,751.75,754.25,257218,286637,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
3/4/2003,754,756.5,741,742,243159,287078,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
3/5/2003,740.5,749.75,738,749.25,354372,338378,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
3/6/2003,749.75,750.25,738.75,740,363001,373027,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
3/7/2003,740,749.5,728.75,748.5,427264,417033,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
3/10/2003,747.25,748,725.25,727.5,288293,325388,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
3/11/2003,727,734.5,719.25,719.5,366222,387153,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3/12/2003,720.25,725.75,708.25,724,426350,412755,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3/13/2003,724.75,753.25,723.75,753.25,455947,371596,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3/14/2003,752.75,763,747.5,755,427870,415560,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3/17/2003,751.5,783.5,742.75,782.5,558034,492274,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3/18/2003,782.75,793.5,776.75,787.75,427612,398357,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
3/19/2003,784.75,795.25,781,793.75,369441,336028,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3/20/2003,795.5,800,778,794.5,430708,419158,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1
3/21/2003,796,816.5,793.75,813.75,417363,373322,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3/24/2003,806.25,806.25,781.25,784.5,326191,362232,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
3/25/2003,784,800,776.75,793.25,378004,353038,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
3/26/2003,793,796.25,785.5,788.5,283846,293803,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3/27/2003,788.75,794.25,777.5,788.5,295235,288039,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
3/28/2003,789.25,790.25,780,784.25,224699,233294,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3/31/2003,779.25,780.5,760.75,765,298966,332821,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
4/1/2003,765.25,781.25,764.5,776.75,391765,366462,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4/2/2003,776.75,805,776.25,798.75,315760,294210,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4/3/2003,799,809.5,793.5,793.75,308153,331157,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4/4/2003,792.25,805,792,799,335425,327679,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
4/7/2003,803.75,825.75,797,798.75,367188,399114,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
4/8/2003,798.5,808.75,794.25,799.75,294068,307473,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4/9/2003,799.25,808,785,787.25,395460,437336,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
4/10/2003,788,793.25,782.25,792.75,279907,279380,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
4/11/2003,793.5,804.25,785.5,788.75,291026,299681,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
4/14/2003,791.75,807.5,786.25,807,289326,257042,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4/15/2003,805.5,819.5,800.75,819.25,304795,299545,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4/16/2003,821,824.25,797.25,800,303729,353407,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1
4/17/2003,799.75,814.25,798.5,812.25,259737,242039,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4/21/2003,813.75,818.5,807.5,812.75,224139,249832,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
4/22/2003,813.5,832.75,805.75,832.25,441743,376437,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1
4/23/2003,832,840.25,829.25,838.75,307546,294143,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4/24/2003,837.25,838,826.25,831.75,303690,315472,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
4/25/2003,831.5,833.5,816.75,819.25,258387,277693,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
4/28/2003,819.75,838.75,816,834,353237,299105,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4/29/2003,834.75,844.5,830.5,836.5,382729,381342,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/30/2003,836.25,842.25,830.75,836,338626,368308,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
